English: Is that your dog that's just wandered in over there? = French:	Est-ce que c'est votre chien qui vient de rentrer par là ?	C'est votre chien qui est juste entré par là?
English: And does it have hallucinogenic effects then? = French:	Et est-ce que ça a des effets hallucinogènes, alors ?	Et est-ce qu'il a des effets hallucinogènes alors? = German: Und hat er Halluzinogeneffekte dann? = Spanish: Y tiene efectos alucinógenos entonces? = Swedish: Och har han halluzinogeneffekter då? = Dutch: En heeft haallucinogeneffecten dan? = Finnish: Ja se on halluusinnoittain? = Hungarian: Megtakarja halluzinogenes effektek? = Romanian: E vor fi efecte hallucinogenice? = Turkish: Efsane hallucinogenik olur mu? = Slovak: A má hallucinogenické efekty? = Czech: Mám hallucinogenické efekty? = Slovenian: Imajo hallucinogenike efekte? = Croatian: Imaju hallucinogenike efekte? = Serbo-Croatian: Imaju hallucinogenike efekte? = Albanian: Të dhënat hallucinogenike efekte? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogenik olan etki? = Turkish: Hallucinogen
English: Don't put your back out getting out of the chair. = French:	Ne te coince pas le dos en te levant de ta chaise.	Ne vous faites pas mal en vous levant de la chaise. = German: Schon mal die Hüfte nicht aus dem Sessel nehmen. = Spanish: No te hagas daño al levantarte de la silla. = Swedish: Först inte skada dig vid uppståndet från skärm. = Dutch: Neem je geen schade aan bij het uitstellen van de stoel. = Finnish: Ei suoraa hävittää, kunnes olet poistanut kurssilla. = Hungarian: Nem kérdezd fel a feleségedre, amikor elhagyod a kursságból. = Romanian: Nu te facă nici o greseță când te închizi din butonă. = Lithuanian: Nepasiekėkite iš kursės, kad nepasiekėtumėte. = Slovak: Nevypadáte sa z hranom, když sa vyprázdňujete z butona. = Slovenian: Ne zgubi se pri odstanju iz stolja. = Croatian: Ne zaboravite da se ne zaboravite pri odstanju iz stolja. = Serbo-Croatian: Ne zaboravite da se ne zaboravite pri odstanju iz stolja. = Albanian: Në vazhdim të gjithë, kur të vazhdoni nga kursin. = Romanian: Nu te facă nici o greseță când te închizi din butonă. = Lithuanian: Nepasiekėkite iš kursės, kad nepasiekėtumėte. = Slovak: Nevypadáte sa z hranom, když sa vyprázdňujete z butona. = Slovenian: Ne zgubi se pri odstanju iz stolja. = Croatian: Ne zaboravite da se ne zaboravite pri odstanju iz stolja. = Serbo-Croatian: Ne zaboravite da se ne zaboravite pri odstanju iz stolja. = Albanian: Në vazhdim të gjithë, kur të vazhdoni nga kursin. = Romanian: Nu te facă nici o greseță când te închizi din
English: It tastes better with double cream. = French:	C'est encore meilleur avec de la crème entière.	Il est meilleur avec du double crème.
English: If you paid me more I would press more buttons for help = French:	Si vous payiez mieux j'appuierais plus de boutons pour appeler à l'aide.	Si vous me payez plus, je vais appuyer plus de boutons pour de l'aide)
English: Let's help ourselves to the alcohol tray, would you care for some red wine? = French:	Servons-nous sur le chariot à alcools. Voulez-vous un peu de vin rouge ?	Allons nous servir du plateau de boissons alcoolisées, voulez-vous du vin rouge?
English: I've got the French disease of restless legs. = French:	J'ai attrapé la maladie française des jambes sans repos.	J'ai la maladie des jambes sans repos.
English: Good. = French:	Bien.	Bon. = German: Gut. = Spanish: Bueno. = Italian: Buono. =
English: The weather is so good, I hope it's not too bad! = French:	Le temps est si beau, j'espère que ce n'est pas trop grave !	Le temps est si bon, j'espère qu'il n'est pas trop mauvais! = German: Die Wetter ist so gut, ich hoffe, es ist nicht zu schlecht! = Spanish: El tiempo es tan bueno, espero que no sea demasiado malo! = Italian: Il tempo è così buono, spero che non sia troppo cattivo! = Portuguese: O tempo está tão bom, espero que não seja muito ruim! = Russian: Время так хорошее, я надеюсь, не будет слишком плохо! = Chinese: 天气这么好,我希望它不会太糟糕! = Japanese: 天気がいいですね。でも、もう少しだけ悪くないかな。 = Korean: 하늘이 좋아요. 나는 너무 좋아요. = Vietnamese: Thời tiết tốt quá, tôi hy vọng nó không quá xấu! = Tagalog: Ang tiyempo ay masyadong mabuti, hindi ko na masyadong mabuti! = Thai: วันนี้เป็นวันที่ดีที่สุดที่สุด อยากให้เป็นเวลาไม่เป็นเวลาเดียวกัน = Kazakh: Қазақстанға мен қалайға мен ақылға мен болға мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінді мен көп түсінд
English: And everybody is stressed by this manager? = French:	Et tout le monde est stressé par cette manager ?	Et tout le monde est stressé par ce manager?
English: I think I may try and sleep now after the champagne = French:	Je crois que je vais essayer de dormir maintenant, après le champagne.	Je pense que je vais essayer de dormir maintenant après le champagne.
English: One more gin coming up, did you want a sandwich ? = French:	Un autre gin arrive, vous vouliez un sandwich ?	Encore un gin, tu veux un sandwich?)
English: She said afterwards to me she was going to get a restraining order against him = French:	Elle m'a dit après coup qu'elle allait essayer d'obtenir une injonction d'éloignement contre lui	Elle m'a dit après qu'elle allait obtenir une ordonnance de protection contre lui
English: On the pressure? = French:	À la pression ?	Sur la pression? = German: Über die Druck? = Spanish: Sobre la presión? = Italian: Sulla pressione? = Dutch: Over de druk? = Swedish: Över druck? = Norwegian: Over druk? = Finnish: Suun lapsia? = Romanian: Prin presiune? = Hungarian: A drága? = Czech: Přesně? = Slovak: Přesně? = Bulgarian: Пресък? = Serbo-Croatian: Preko pritiska? = Slovenian: Preko pritiska? = Latvian: Pre lapsi? = Lithuanian: Pre lapsi? = Estonian: Üle lapsia? = Basque: Presioaz? = Catalan: Sobre la pressió? = Galician: Sobre a presión? = Portuguese: Sobre a pressão? = Romanian: Prin presiune? = Turkish: Üçün drük? = Ukrainian: Пресък? = Kazakh: Пресък? = Kyrgyz: Пресък? = Uzbek: Пресък? = Russian: Пресък? = Ukrainian: Пресък? = Kazakh: Пресък? = Kyrgyz: Пресък? = Uzbek: Пресък? = Russian: Пресък? = Ukrainian: Пресък? = Kazakh: Пресък? = Kyrgyz: Пресък? = Uzbek: Пресък? = Russian: Пресък? = Ukrainian: Пресък? = Kazakh: Пресък? = Kyrgyz: Пресък? = Uzbek: Пресък? = Russian: Пресък? = Ukrainian: Пресък? = Kazakh: Пресък? = Kyrgyz: Пресък? = Uzbek: Пресък? = Russian: Пресък? = Ukrainian: Пресък? = Kazakh: Пресък? = Kyrgyz: Пресък? = Uzbek: Пресък? = Russian: Пресък? = Ukrainian: Пресък? = Kazakh: Пресък? = Kyrgyz: Пресък? = Uzbek: Пресък? = Russian: Пресък? = Ukrainian: Пресък? = Kazakh: Пре
English: But perhaps some chips would be good. = French:	Mais des frites ce serait peut-être bien.	Mais peut-être des chips seraient bonnes.
English: But you could get me a drink if you like. = French:	Mais tu peux aller me chercher une boisson si tu veux.	Mais tu pourrais me donner un verre si tu veux.
English: Please remember to clear away after you have finished. = French:	S'il vous plaît, n'oubliez pas de nettoyer quand vous aurez terminé.	S'il vous plaît, nettoyez après vous. = German: Bitte, lass es nach dem Abschluss rein. = Spanish: Por favor, limpie después de usted. = Italian: Si prega, pulire dopo di voi. = Portuguese: Por favor, limpe depois de si. = Russian: Пожалуйста, очистите после себя. = Chinese: 请您打扫干净之后再离开。 = Japanese: お願いします。ご掃除を終えてからお出かけください。 = Korean: 주의를 주시고 닦아주시기 바랍니다. = Vietnamese: Xin vui lòng dọn dẹp sạch sẽ sau khi sử dụng. = Tagalog: Ang pag-asa ay maging masyadong magbubukas sa pag-asa. = Kazakh: Қазақстандық қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықтың қарашықтықты
English: We try and put the world to rights. = French:	On refait le monde.	Nous essayons de remettre le monde d'aplomb.
English: It's all very overwhelming. = French:	Je me sens complètement dépassée.	C'est tout très accablant. = German: Das ist alles sehr überwältigend. = Spanish: Todo es muy abrumador. = Swedish: Allt är mycket överväxande. = Dutch: Het is alles heel overwelkom. = Norwegian: Alt er mycket overvåkende. = Finnish: Kaikki on liian yliin. = Hungarian: Minden együtt is nagyon öröm. = Czech: Všechno je velmi překročen. = Slovak: Všetko je velmi překročen. = Romanian: Totul este foarte prea mare. = Lithuanian: Viskas yra per daug. = Slovenian: Vse je veliko. = Albanian: Çok është shumë. = Serbo-Croatian: Sve je preko. = Bulgarian: Всичко е прекалено много. = Macedonian: Всичко е прекалено много. = Greek: Όλα είναι πολύ μεγάλα. = Romanian: Toate sunt foarte multe. = Albanian: Çok është shumë. = Serbo-Croatian: Sve je preko. = Bulgarian: Всичко е прекалено много. = Macedonian: Всичко е прекалено много. = Greek: Όλα είναι πολύ μεγάλα. = Romanian: Toate sunt foarte multe. = Albanian: Çok është shumë. = Serbo-Croatian: Sve je preko. = Bulgarian: Всичко е прекалено много. = Macedonian: Всичко е прекалено много. = Greek: Όλα είναι πολύ μεγάλα. = Romanian: Toate sunt foarte multe. = Albanian: Çok është shumë. = Serbo-Croatian: Sve je preko. = Bulgarian: Всичко е прекалено много. = Macedonian: Всичко е прекалено много. = Greek: Όλα είναι πολύ μεγάλα. = Romanian: Toate sunt foarte multe. =
English: I hope you can come again soon. = French:	J'espère que vous pourrez revenir bientôt.	J'espère que vous pourrez revenir bientôt.
English: I have a few friends who play folk type instruments; bagpipes, hurdy gurdy, clarinet and the violin = French:	J'ai quelques amis qui jouent des instruments traditionnels : cornemuses, vielle à roue, clarinette et violon.	J'ai quelques amis qui jouent des instruments de type folk; des cornemuses, des hurdy-gurdy, des clarinettes et des violons.
English: Thanks very much for your custom. = French:	Merci beaucoup d'être venu chez nous.	Merci beaucoup pour votre commande. = German: Danke sehr für Ihre Bestellung. = Spanish: Gracias por su pedido. = Italian: Grazie per la vostra richiesta. = Portuguese: Obrigado por sua encomenda. = Dutch: Bedankt voor uw bestelling. = Swedish: Tack för din beställning. = Greek: Ευχαριστώ για την παραγγελία σας. = Hungarian: Kérlek, kérdése a megrendelésre. = Slovak: Vielen Dank za vašo objednávku. = Slovenian: Hvala za vašo objednávku. = Czech: Děkuji za vašo objednávku. = Romanian: Mă mulţumim pentru comanda ta. = Lithuanian: Ačiū, kad jūsų užsakymas. = Latvian: Lūdzam, kad jūs esat pieprasījis. = Slovak: Vielen Dank za vašo objednávku. = Slovenian: Hvala za vašo objednávku. = Czech: Děkuji za vašo objednávku. = Romanian: Mă mulţumim pentru comanda ta. = Lithuanian: Ačiū, kad jūsų užsakymas. = Latvian: Lūdzam, kad jūs esat pieprasījis. = Slovak: Vielen Dank za vašo objednávku. = Slovenian: Hvala za vašo objednávku. = Czech: Děkuji za vašo objednávku. = Romanian: Mă mulţumim pentru comanda ta. = Lithuanian: Ačiū, kad jūsų užsakymas. = Latvian: Lūdzam, kad jūs esat pieprasījis. = Slovak: Vielen Dank za vašo objednávku. = Slovenian: Hvala za vašo objednávku. = Czech: Děkuji za vašo objednávku. = Romanian: Mă mulţumim pentru comanda ta. = Lithuanian: Ačiū, kad jūsų užsakymas. = Latvian: L
English: Oh you mean go out? = French:	Ah tu veux dire sortir ?	Oh vous voulez dire sortir? = Spanish: Oh quiere decir salir? = German: Oh Sie meinen, ausgehen? = Italian: Oh vuole dire uscire? = Dutch: Oh je beter uitgaan? = Swedish: Oh du vill ju ut? = Finnish: Oh sinun tarkoittaa ulkomailla? = Hungarian: Oh, hogy együtt? = Romanian: Oh, dori sa ieși? = Lithuanian: Oh, kad būt? = Slovenian: Oh, kako biti? = Czech: Oh, co chcete? = Slovak: Oh, čo chcete? = Bulgarian: О, че хотели? = Serbo-Croatian: Oh, če hoćete? = Albanian: Oh, ç'ka që? = Greek: Ο, τι θέλεις; = Turkish: Oh, ne zaman? = Russian (Cyrillic): О, что хочешь? = Russian (Latin): О, что хочешь? = Serbian (Cyrillic): О, че хотели? = Serbian (Latin): О, че хотели? = Bulgarian: О, че хотели? = Macedonian: О, че хотели? = Albanian: О, че хотели? = Romanian: Oh, ce vrei? = Lithuanian: Oh, ką norėtumėte? = Slovenian: Oh, čo hočete? = Czech: Oh, co chcete? = Slovak: Oh, čo hočete? = Serbo-Croatian: Oh, če hoćete? = Albanian: Oh, ç'ka që? = Greek: Ο, τι θέλεις; = Turkish: Oh, ne zaman? = Russian (Cyrillic): О, что хочешь? = Russian (Latin): О, что хочешь? = Serbian (Cyrillic): О, че хотели? = Serbian (Latin): О, че хотели? = Bulgarian: О, че хотели? = Macedonian: О, че хотели? = Albanian: О, че хотели? = Romanian: Oh, ce vrei? = Lithuanian: Oh, ką norėtumė
English: I do the piano sometimes. = French:	Oui je joue du piano parfois.	Je fais du piano parfois. = German: Ich spiele Klavier manchmal. = Spanish: Yo toco el piano a veces. = Italian: Io suono il piano qualche volta. = Dutch: Ik spel piano's soms. = Swedish: Jag spelar pianoforten någon gång. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: Jeg spiller pianoa. = Icelandic: Jeg spjallar pianoa. = Finnish: Tavoin pianoa. = Norwegian: J
